Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Apocalypse	R4	R4-043.png	4	5			Magic	Dark C									Send this card outside the country after use. [Legendary Weapon]: The unit equipped with this magic card is treated as having the [Dark] affinity in addition to its original affinity. If you attack or counterattack with this magic card, consume X unused chips as an additional cost on top of the standard cost. (C = 3, B = 2, A = 1, S = 0). [Elder Revelation] Increase the damage dealt by this magic by +Y as a damage modifier. Y is the equipped unit's [Dark] weapon level (C = 0, B = 1, A = 2, S = 3). The controlling player of the enemy unit targeted for the attack can negate this effect, by spending Y unused chips during the Preparation Second. [Effective Attack] Deals +2 damage vs. Dragons when attacking or counterattacking.			
Staff of the Saint	R4	R4-044.png	4				Magic	Staff C									"Thie magic can only be equipped to a unit with an "Affinity". When using this magic card, consume X unused chips. (C = 3, B = 2, A = 1, S = 0). You may support 1 unit of your army on the field using up the 3 unused chips. The supported unit is cured of any status ailment. / [Saint's Blessing] (Unused 3): Instead of acting, remove this card. Move all used chips to your unused chip pile, and place 1 unused chip on all units of your army except the unit who used this staff as an energy chip"			
Luna	R4	R4-045.png	3	3			Magic	Dark B									This card is removed after use. Negates effects that reduce damage or reduce the number of attacks.			
White Gem	R4	R4-046.png	1				Item										1. When this card is removed from a unit, you may send it outside the country to put 3 cards from outside the country on top of your deck in any order. You must reveal the order to your opponent. 2. When paying a hand cost, you may send this card from your hand outside the battlefield to count as having paid up to 2 for that cost.			
Iron Rune	R4	R4-047.png	2				Item										Negate effects that give a damage modifier of +2 or double damage dealt by an attack or counterattack against a unit with this item attached.			
Paper Amulet of [Fire] (Affinity)	R4	R4-048.png	2				Item										If the unit equipped with this card has the [Fire] affinity, you can remove this item to negate an effect that reduces the number of attacks by -1. After using this effect, reveal 1 [Fire] affinity surprise card from your deck, and you may play that card without paying its chip cost (ignore use timing restrictions). If you do not, add that card to your hand. If there is another [Fire] affinity unit on the field, you may remove this card at the beginning of your Invasion Phase. After removing this card, all units on the field take 1 damage (energy cannot be reduced below 1).			
Paper Amulet of [Thunder] (Affinity)	R4	R4-049.png	2				Item										If the unit equipped with this card has the [Thunder] affinity, when declaring an attack, you may send X cards that have the [Thunder] affinity or have [Thunder] in their name from outside the battlefield outside the country to increase damage dealt by +X+1 as a damage modifier (X is up to 3). If there is another [Thunder] affinity unit on the field, you may return this card to the deck at the end of your turn to send Y cards from your deck outside the battlefield (Y is up to 3). After using this effect, shuffle your deck.			
Paper Amulet of [Wind] (Affinity)	R4	R4-050.png	2				Item										If the unit equipped with this card has the [Wind] affinity, when you pay a cost using a unit of your army's energy chips, deck, our outside the battlefield, you may reduce the cost by -1. If there is another [Wind] affinity unit on the field, you may remove this card at the end of your turn. Then, move a number of used chips to your unused chip pile equal to the number of [Wind] affinity units on the field.			
Paper Amulet of [Ice] (Affinity)	R4	R4-051.png	2				Item										If the unit equipped with this card has the [Ice] affinity, you may place 1 chip from your used chip pile on it as an energy chip after acting during the Processing Step. If there is another [Ice] affinity unit on the field, the unit equipped with this item has +1 maximum energy.			
Paper Amulet of [Anima] (Affinity)	R4	R4-052.png	2				Item										If the unit equipped with this card has the [Anima] affinity, increase the damage it deals using weapon and magic cards by +X as a damage modifier. X corresponds to the used weapon or magic card's weapon level. (C/B = 0, A = 1, S = 2). After using this effect, send that weapon or magic card outside the country to add 1 weapon or magic card from your deck to your hand, then shuffle your deck. If there is another [Anima] affinity unit on the field, once per turn, you may place 1 "Protection of [Anima] (Affinity)" from your hand or outside the battlefield without consuming chips.			
Paper Amulet of [Light] (Affinity)	R4	R4-053.png	2				Item										If the unit equipped with this card has the [Light] affinity, you may consume 3 chips to draw 1 card from your deck. This effect can only be used once per turn. If there is another [Light] affinity unit on the field, the cost of the equipped unit's special ability is reduced by -1.			
Paper Amulet of [Dark] (Affinity)	R4	R4-054.png	2				Item										If the unit equipped with this card has the [Dark] affinity, when it is attacked, during the Processing Step, the attacking unit must place 1 energy chip in the used chip pile. If there is another [Dark] affinity unit on the field, at the end of the turn, both players must send the top 2 cards of their outside the battlefield outside the country. If they cannot, this item is removed.			
Protection of [Dark] (Affinity)	R4	R4-055.png	3				Surprise									During your National Power Phase of your turn	This card is placed to the side of the field. Target all units with the [Dark] affinity. While this card is in play, the following effects apply. When the target unit deals damage to an enemy unit, send the top 2 cards of your opponent's deck outside the country. If the target unit cannot declare an attack due to its initial equipment, when it receives damage, send the top 2 cards of your opponent's deck outside the country. If you have fewer cards in hand than your opponent, as an additional cost to use this effect, send the top 2 cards of your deck outside the country.			
Support of [Dark] (Affinity)	R4	R4-056.png	3				Surprise									When an enemy declares an attack target	Target 1 unit of your army. Your opponent sends 1 card from their hand outside the battlefield. If the target unit has the [Dark] affinity, your opponent sends 2 cards from their hand outside the battlefield.			
[Fire] Scratch Mark (Affinity)	R4	R4-057.png	1				Surprise									When declaring an attack or counterattack	This card can be used if there's a [Fire] affinity unit of your army on the field. Target 1 unit of your army. You may move any number of used chips to the unused chip pile up to the damage dealt by the target unit during the attack or counterattack.			
Intimidating [Thunder] (Affinity)	R4	R4-058.png	2				Surprise									Anytime during your or your opponent's Invasion Phase	This card can be used if there's [Thunder] affinity unit of your army on the field. Draw 3 cards. Your opponent may negate this effect by spending 5 unused chips.			
Fierce [Wind] (Affinity)	R4	R4-059.png	2				Surprise									Anytime during your National Power Phase	This card can be used if there's [Wind] affinity unit of your army on the field. Until the end of the turn, Infantry-type units can attack or counterattack in the range depicted on the right in addition to their normal range.			
Menace of [Ice] (Affinity)	R4	R4-060.png	2				Surprise									At the beginning of your opponent's Invasion Phase	This card can be used if there's [Ice] affinity unit of your army on the field. Until the end of the turn, all units spend 1 energy chip to move.			
[Anima] Invocation (Affinity)	R4	R4-061.png	3				Surprise									When the target surprise card is played	This card can be used if there's [Anima] affinity unit of your army on the field. Negate the effect of a surprise card with a cost of X which was just used. If a card was nullified, you may attach any number of weapon, magic, and item cards from outside the battlefield to 1 unit of your army. You do not need to pay the chips required to attach them.			
Blessing of [Light] (Affinity)	R4	R4-062.png	1				Surprise									Anytime	This card can be used if there's [Light] affinity unit of your army on the field. Target 2 units of your army. Move any number of chips from 1 target unit to the other.			
[Dark] Threat (Affinity)	R4	R4-063.png	1				Surprise									When declaring an attack or counterattack	This card can be used if there's [Dark] affinity unit of your army on the field. Target 1 unit of your army. Increase the damage of an attack or counterattack by +3 as a damage modifier. Your opponent may negate this effect by discarding 1 card from their hand.			
Light Rune	R4	R4-064.png	2				Surprise									Anytime during your opponent's Invasion Phase	Select 1 space where no unit is currently placed. Until the end of the turn, that space cannot be invaded.			
Mine	R4	R4-065.png	2				Surprise									At the beginning of your opponent's Invasion Phase	Select 1 space where no unit is currently placed. Until the end of the turn, when a unit invades that space, they cannot perform their Action Step, and are immediately placed in a standby state. Additionally, that unit receives 2 damage, and 2 unused chips are moved to the used chip pile. If the number of energy chips on that unit becomes 0, the unit withdraws. If there are 1 or fewer unused chips, the chip count becomes 0.			
Fluke	R4	R4-066.png	1				Surprise									When declaring an attack or counterattack	Target 1 unit of your army. Damage dealt is increased by +X as a damage modifier. X corresponds to the target unit's highest weapon level (*, S, A = 0, B = 1, C = 3).			
Last Strike	R4	R4-067.png	2				Surprise									When an enemy declares an attack	Target 1 unit of your army. If the target unit receives damage from an enemy unit and withdraws, during the Processing Step, deal damage to that enemy unit equal to the target unit's base counterattack.			
Fighting Alone	R4	R4-068.png	2				Surprise									At the end of target unit's Movement Step	Can be used when there are more enemy units than units of your army on the field. Target 1 Infantry/Direct Attack unit of your army. The target unit cannot perform an Action Step, and is immediately placed in a standby state. It cannot enter an actionable state until the start of your next Invasion Phase. All enemy units adjacent to the target unit receive 2 damage. All enemy units adjacent to the target unit as the beginning of the next Invasion Phase receive 1 damage.			
Fang	R4	R4-069.png	1				Surprise									At the beginning of your Invasion Phase	Target all units of your army which belong to the "Black Fang" nation. Until the end of the turn, you may use all special abilities enclosed in brackets of all units belonging to "Black Fang" that are placed on the field.			
Battlefield Musicians	R4	R4-070.png	2				Surprise									At the beginning of your Invasion Phase	Target all units of your army that possess any of the following special abilities: [Dance], [Sing], [Play]. Until the end of the turn, the effect of [Dance], [Sing], and [Play] are changed to the following: "Instead of acting, put an adjacent unit actionable state, and you may place up to 3 chips from your used chip pile on it as energy chips. Cannot be used after moving.			
Secret Treasure	R4	R4-071.png	1				Surprise									Anytime	Target all units of your army that possess [Steal], [Take over], or [Procure]. Until the end of the turn, whenever a target unit uses the special ability [Steal], [Take over], or [Procure], add 1 non-unit card from outside the battlefield to your hand.			
Steel	R4	R4-072.png	1				Surprise									Anytime during your National Power Phase	Target all units of your army that possess [Iron Wall]. Until the end of the turn, reduce the damage the target units receive from weapon attacks or counterattacks by -3.			
Violent Wind	R4	R4-073.png	3				Surprise									Anytime during your National Power Phase	Target all units of your army that possess [Sharp Blade]. Until the end of the turn, whenever the target unit battles, the cost of [Sharp Blade] is reduced by -1, and the damage modier granted by [Sharp Blade] is increased by +1 for each time the special ability has been used.			
Explosion	R4	R4-074.png	2				Surprise									When declaring an attack or counterattack	Target 1 unit of your army that possesses [Crush]. Until the end of the turn, when the target unit deals damage to an enemy unit, that enemy unit retreats as far as possible. Additionally, remove all weapon, magic, and item cards attached to that enemy unit.			
Rapid Fire	R4	R4-075.png	2				Surprise									When declaring an attack	Target 1 unit of your army that possesses [Snipe]. Choose 1 of the following 2 effects: 1. When the target unit's attack deals damage to an enemy unit, until the end of your next turn, that enemy can't move. / 2. When the target unit's attack deals damage to an enemy unit, all enemy units adjacent to that enemy unit receive 1 damage.			
The Brave General's Shout	R4	R4-076.png	3				Surprise									Anytime during your National Power Phase	Can be used when a unit of your army that possesses [Command] is not placed on a sortie square. Your opponent selects 1 enemy unit and moves them 1 space forward.			
Battlefield of [Dark] (Affinity)	R4	R4-077.png	3				Land										This land cannot be placed on an enemy sortie square, and only 1 can be placed by your army. While a [Dark] affinity unit of your army is placed on this land, Whenever a card is moved from your opponent's hand or field to outside the battlefield, your opponent must send the top card of their deck outside the battlefield. At the start of the Sortie Step, you may sortie 1 [Dark] affinity unit from your deck or outside the battlefield, placing 1 unused chip on it as an energy chip, and sortie it on this land seperate from a normal sortie. If a unit is sortied by this land's effect, this land is removed and the sortied unit does not enter an actionable state during that turn's Invasion Phase. If there are no [Dark] affinity units of your army placed on the battlefield, remove this land.			
Ballista Stand	R4	R4-078.png	2				Land										While placed on this land, Infantry-type/Indirect Attack units can use Long Arch when selecting a weapon. Long Arch: Attack: 3, Bow C. Cannot declare a counterattack with this weapon. Damage dealt is increased by +1 as a damage modifier.			
